,datetime,is_winter,power[W],measured_occupancy,log_power,occupancy_geoma,occupancy_pht,geoma,occupancy_night_rule_geoma,occupancy_night_rule_pht
1786,2012-08-03 20:45:00,0.0,126.254,1,2.101,0,1,2.267,0,1
1787,2012-08-03 21:00:00,0.0,105.632,1,2.024,0,0,2.255,0,0
1788,2012-08-03 21:15:00,0.0,108.781,1,2.037,0,0,2.244,0,0
1789,2012-08-03 21:30:00,0.0,134.415,1,2.128,0,0,2.238,0,0
1790,2012-08-03 21:45:00,0.0,66.156,1,1.821,0,0,2.218,0,0
1791,2012-08-03 22:00:00,0.0,97.897,1,1.991,0,0,2.206,0,0
1792,2012-08-03 22:15:00,0.0,90.747,1,1.958,0,0,2.194,0,0
1793,2012-08-03 22:30:00,0.0,59.924,1,1.778,0,0,2.173,0,0
1794,2012-08-03 22:45:00,0.0,89.714,1,1.953,0,0,2.162,0,0
1795,2012-08-03 23:00:00,0.0,275.399,1,2.44,1,0,2.176,1,0
1796,2012-08-03 23:15:00,0.0,886.476,1,2.948,1,1,2.215,1,1
1797,2012-08-03 23:30:00,0.0,744.792,1,2.872,1,1,2.247,1,1
1798,2012-08-03 23:45:00,0.0,197.365,1,2.295,1,1,2.25,1,1
1799,2012-08-04 00:00:00,0.0,1390.786,1,3.143,1,1,2.294,1,1
1800,2012-08-04 00:15:00,0.0,199.172,1,2.299,1,1,2.295,1,1
1801,2012-08-04 00:30:00,0.0,1178.187,1,3.071,1,1,2.333,1,1
1802,2012-08-04 00:45:00,0.0,452.439,1,2.656,1,1,2.35,1,1
1803,2012-08-04 01:00:00,0.0,132.924,1,2.124,0,1,2.338,1,1
1804,2012-08-04 01:15:00,0.0,119.125,1,2.076,0,0,2.325,1,0
1805,2012-08-04 01:30:00,0.0,103.88,1,2.017,0,0,2.31,1,0
1806,2012-08-04 01:45:00,0.0,98.272,1,1.992,0,0,2.294,1,0
1807,2012-08-04 02:00:00,0.0,67.841,1,1.831,0,0,2.271,1,0
1808,2012-08-04 02:15:00,0.0,72.359,1,1.859,0,0,2.25,1,0
1809,2012-08-04 02:30:00,0.0,88.574,1,1.947,0,0,2.235,1,0
1810,2012-08-04 02:45:00,0.0,64.884,1,1.812,0,0,2.214,1,0
1811,2012-08-04 03:00:00,0.0,79.911,1,1.903,0,0,2.198,1,0
1812,2012-08-04 03:15:00,0.0,128.062,1,2.107,0,0,2.194,1,0
1813,2012-08-04 03:30:00,0.0,109.097,1,2.038,0,0,2.186,1,0
1814,2012-08-04 03:45:00,0.0,127.831,1,2.107,0,0,2.182,1,0
1815,2012-08-04 04:00:00,0.0,132.323,1,2.122,0,0,2.179,1,0
1816,2012-08-04 04:15:00,0.0,65.35,1,1.815,0,0,2.161,1,0
1817,2012-08-04 04:30:00,0.0,85.708,1,1.933,0,0,2.149,1,0
1818,2012-08-04 04:45:00,0.0,81.29,1,1.91,0,0,2.137,1,0
1819,2012-08-04 05:00:00,0.0,58.721,1,1.769,0,0,2.119,1,0
1820,2012-08-04 05:15:00,0.0,89.079,1,1.95,0,0,2.111,1,0
1821,2012-08-04 05:30:00,0.0,76.644,1,1.884,0,0,2.099,1,0
1822,2012-08-04 05:45:00,0.0,80.016,1,1.903,0,0,2.089,1,0
1823,2012-08-04 06:00:00,0.0,153.714,1,2.187,1,0,2.094,1,0
1824,2012-08-04 06:15:00,0.0,1466.666,1,3.166,1,1,2.148,1,1
1825,2012-08-04 06:30:00,0.0,292.332,1,2.466,1,1,2.164,1,1
1826,2012-08-04 06:45:00,0.0,246.43,1,2.392,1,1,2.175,1,1
1827,2012-08-04 07:00:00,0.0,290.65,1,2.463,1,1,2.19,1,1
1828,2012-08-04 07:15:00,0.0,440.2,1,2.644,1,1,2.212,1,1
1829,2012-08-04 07:30:00,0.0,195.464,1,2.291,1,1,2.216,1,1
1830,2012-08-04 07:45:00,0.0,283.241,1,2.452,1,1,2.228,1,1
1831,2012-08-04 08:00:00,0.0,187.84,1,2.274,1,1,2.23,1,1
1832,2012-08-04 08:15:00,0.0,208.609,1,2.319,1,1,2.235,1,1
1833,2012-08-04 08:30:00,0.0,181.567,1,2.259,1,1,2.236,1,1
1834,2012-08-04 08:45:00,0.0,176.159,1,2.246,1,1,2.236,1,1
1835,2012-08-04 09:00:00,0.0,176.603,1,2.247,1,1,2.237,1,1
1836,2012-08-04 09:15:00,0.0,111.604,0,2.048,0,0,2.228,0,0
1837,2012-08-04 09:30:00,0.0,123.627,0,2.092,0,0,2.221,0,0
1838,2012-08-04 09:45:00,0.0,73.651,0,1.867,0,0,2.203,0,0
1839,2012-08-04 10:00:00,0.0,55.403,0,1.744,0,0,2.18,0,0
1840,2012-08-04 10:15:00,0.0,83.553,0,1.922,0,0,2.167,0,0
1841,2012-08-04 10:30:00,0.0,74.948,0,1.875,0,0,2.153,0,0
1842,2012-08-04 10:45:00,0.0,72.907,0,1.863,0,0,2.138,0,0
1843,2012-08-04 11:00:00,0.0,137.608,0,2.139,1,0,2.138,1,0
1844,2012-08-04 11:15:00,0.0,114.239,0,2.058,0,0,2.134,0,0
1845,2012-08-04 11:30:00,0.0,111.616,0,2.048,0,0,2.13,0,0
1846,2012-08-04 11:45:00,0.0,107.04,0,2.03,0,0,2.125,0,0
1847,2012-08-04 12:00:00,0.0,61.613,0,1.79,0,0,2.108,0,0
1848,2012-08-04 12:15:00,0.0,68.555,0,1.836,0,0,2.095,0,0
1849,2012-08-04 12:30:00,0.0,83.364,0,1.921,0,0,2.086,0,0
1850,2012-08-04 12:45:00,0.0,61.445,1,1.788,0,0,2.071,0,0
1851,2012-08-04 13:00:00,0.0,358.031,1,2.554,1,1,2.095,1,1
1852,2012-08-04 13:15:00,0.0,143.38,1,2.156,1,1,2.098,1,1
1853,2012-08-04 13:30:00,0.0,107.001,1,2.029,0,1,2.095,0,1
1854,2012-08-04 13:45:00,0.0,127.247,1,2.105,1,1,2.095,1,1
1855,2012-08-04 14:00:00,0.0,131.515,1,2.119,1,1,2.096,1,1
1856,2012-08-04 14:15:00,0.0,98.753,1,1.995,0,0,2.091,0,0
1857,2012-08-04 14:30:00,0.0,131.117,1,2.118,1,0,2.093,1,0
1858,2012-08-04 14:45:00,0.0,131.247,1,2.118,1,0,2.094,1,0
1859,2012-08-04 15:00:00,0.0,95.263,1,1.979,0,0,2.088,0,0
1860,2012-08-04 15:15:00,0.0,91.746,0,1.963,0,0,2.082,0,0
1861,2012-08-04 15:30:00,0.0,72.045,0,1.858,0,0,2.071,0,0
1862,2012-08-04 15:45:00,0.0,58.463,0,1.767,0,0,2.056,0,0
1863,2012-08-04 16:00:00,0.0,84.065,0,1.925,0,0,2.049,0,0
1864,2012-08-04 16:15:00,0.0,67.838,0,1.831,0,0,2.038,0,0
1865,2012-08-04 16:30:00,0.0,87.201,0,1.941,0,0,2.033,0,0
1866,2012-08-04 16:45:00,0.0,135.915,0,2.133,1,0,2.038,1,0
1867,2012-08-04 17:00:00,0.0,112.73,0,2.052,1,0,2.039,1,0
1868,2012-08-04 17:15:00,0.0,128.125,0,2.108,1,0,2.042,1,0
1869,2012-08-04 17:30:00,0.0,88.275,1,1.946,0,0,2.038,0,0
1870,2012-08-04 17:45:00,0.0,67.81,1,1.831,0,0,2.027,0,0
1871,2012-08-04 18:00:00,0.0,73.755,1,1.868,0,0,2.019,0,0
1872,2012-08-04 18:15:00,0.0,125.731,1,2.099,1,0,2.023,1,0
1873,2012-08-04 18:30:00,0.0,104.756,1,2.02,0,0,2.023,0,0
1874,2012-08-04 18:45:00,0.0,124.983,1,2.097,1,0,2.027,1,0
1875,2012-08-04 19:00:00,0.0,157.632,1,2.198,1,0,2.035,1,0
1876,2012-08-04 19:15:00,0.0,159.223,1,2.202,1,0,2.044,1,0
1877,2012-08-04 19:30:00,0.0,170.778,1,2.232,1,1,2.053,1,1
1878,2012-08-04 19:45:00,0.0,125.899,1,2.1,1,1,2.055,1,1
1879,2012-08-04 20:00:00,0.0,131.288,1,2.118,1,1,2.059,1,1
1880,2012-08-04 20:15:00,0.0,133.907,1,2.127,1,1,2.062,1,1
1881,2012-08-04 20:30:00,0.0,120.568,1,2.081,1,1,2.063,1,1
1882,2012-08-04 20:45:00,0.0,228.258,1,2.358,1,1,2.078,1,1
1883,2012-08-04 21:00:00,0.0,1409.471,1,3.149,1,1,2.131,1,1
1884,2012-08-04 21:15:00,0.0,153.966,1,2.187,1,1,2.134,1,1
1885,2012-08-04 21:30:00,0.0,375.529,1,2.575,1,1,2.156,1,1
1886,2012-08-04 21:45:00,0.0,1319.222,1,3.12,1,1,2.204,1,1
1887,2012-08-04 22:00:00,0.0,203.913,1,2.309,1,1,2.21,1,1
1888,2012-08-04 22:15:00,0.0,1493.205,1,3.174,1,1,2.258,1,1
1889,2012-08-04 22:30:00,0.0,141.405,1,2.15,0,1,2.252,1,1
1890,2012-08-04 22:45:00,0.0,118.318,1,2.073,0,0,2.243,1,1
1891,2012-08-04 23:00:00,0.0,126.389,1,2.102,0,0,2.236,1,1
1892,2012-08-04 23:15:00,0.0,134.932,1,2.13,0,0,2.231,1,1
1893,2012-08-04 23:30:00,0.0,59.896,1,1.777,0,0,2.208,1,1
1894,2012-08-04 23:45:00,0.0,83.456,1,1.921,0,0,2.194,1,1
1895,2012-08-05 00:00:00,0.0,85.999,1,1.934,0,0,2.181,1,1
1896,2012-08-05 00:15:00,0.0,70.92,1,1.851,0,0,2.164,1,1
1897,2012-08-05 00:30:00,0.0,87.036,1,1.94,0,0,2.153,1,1
1898,2012-08-05 00:45:00,0.0,124.21,1,2.094,0,0,2.15,1,1
1899,2012-08-05 01:00:00,0.0,108.598,1,2.036,0,0,2.145,1,1
1900,2012-08-05 01:15:00,0.0,136.413,1,2.135,0,0,2.144,1,1
1901,2012-08-05 01:30:00,0.0,122.009,1,2.086,0,0,2.141,1,1
1902,2012-08-05 01:45:00,0.0,63.089,1,1.8,0,0,2.124,1,1
1903,2012-08-05 02:00:00,0.0,94.291,1,1.974,0,0,2.117,1,1
1904,2012-08-05 02:15:00,0.0,75.339,1,1.877,0,0,2.105,1,1
1905,2012-08-05 02:30:00,0.0,66.602,1,1.823,0,0,2.091,1,1
1906,2012-08-05 02:45:00,0.0,89.647,1,1.953,0,0,2.084,1,1
1907,2012-08-05 03:00:00,0.0,97.074,1,1.987,0,0,2.079,1,1
1908,2012-08-05 03:15:00,0.0,126.964,1,2.104,1,0,2.08,1,1
1909,2012-08-05 03:30:00,0.0,137.43,1,2.138,1,0,2.083,1,1
1910,2012-08-05 03:45:00,0.0,115.013,1,2.061,0,0,2.082,1,1
1911,2012-08-05 04:00:00,0.0,75.659,1,1.879,0,0,2.072,1,1
1912,2012-08-05 04:15:00,0.0,103.982,1,2.017,0,0,2.069,1,1
1913,2012-08-05 04:30:00,0.0,93.48,1,1.971,0,0,2.064,1,1
1914,2012-08-05 04:45:00,0.0,82.92,1,1.919,0,0,2.057,1,1
1915,2012-08-05 05:00:00,0.0,123.664,1,2.092,1,0,2.059,1,1
1916,2012-08-05 05:15:00,0.0,502.389,1,2.701,1,1,2.091,1,1
1917,2012-08-05 05:30:00,0.0,2017.88,1,3.305,1,1,2.151,1,1
1918,2012-08-05 05:45:00,0.0,263.679,1,2.421,1,1,2.165,1,1
1919,2012-08-05 06:00:00,0.0,198.184,1,2.297,1,1,2.172,1,1
1920,2012-08-05 06:15:00,0.0,208.909,1,2.32,1,1,2.179,1,1
1921,2012-08-05 06:30:00,0.0,276.23,1,2.441,1,1,2.192,1,1
1922,2012-08-05 06:45:00,0.0,102.038,1,2.009,0,1,2.183,1,1
1923,2012-08-05 07:00:00,0.0,86.24,1,1.936,0,0,2.171,1,1
1924,2012-08-05 07:15:00,0.0,294.787,1,2.47,1,0,2.186,1,1
1925,2012-08-05 07:30:00,0.0,236.685,1,2.374,1,1,2.195,1,1
1926,2012-08-05 07:45:00,0.0,245.33,1,2.39,1,1,2.205,1,1
1927,2012-08-05 08:00:00,0.0,242.985,1,2.386,1,1,2.214,1,1
1928,2012-08-05 08:15:00,0.0,155.915,1,2.193,0,1,2.213,1,1
1929,2012-08-05 08:30:00,0.0,262.28,1,2.419,1,1,2.223,1,1
1930,2012-08-05 08:45:00,0.0,1569.119,1,3.196,1,1,2.272,1,1
1931,2012-08-05 09:00:00,0.0,831.03,1,2.92,1,1,2.304,1,1
1932,2012-08-05 09:15:00,0.0,328.223,1,2.516,1,1,2.315,1,1
1933,2012-08-05 09:30:00,0.0,274.442,1,2.438,1,1,2.321,1,1
1934,2012-08-05 09:45:00,0.0,562.217,1,2.75,1,1,2.342,1,1
1935,2012-08-05 10:00:00,0.0,418.931,1,2.622,1,1,2.356,1,1
1936,2012-08-05 10:15:00,0.0,92.427,1,1.966,0,0,2.337,0,0
1937,2012-08-05 10:30:00,0.0,158.064,1,2.199,0,0,2.33,0,0
1938,2012-08-05 10:45:00,0.0,309.7,1,2.491,1,0,2.338,1,0
1939,2012-08-05 11:00:00,0.0,887.415,1,2.948,1,1,2.368,1,1
1940,2012-08-05 11:15:00,0.0,988.638,1,2.995,1,1,2.4,1,1
1941,2012-08-05 11:30:00,0.0,1686.278,1,3.227,1,1,2.441,1,1
1942,2012-08-05 11:45:00,0.0,1026.461,1,3.011,1,1,2.47,1,1
1943,2012-08-05 12:00:00,0.0,1106.261,1,3.044,1,1,2.498,1,1
1944,2012-08-05 12:15:00,0.0,1177.493,1,3.071,1,1,2.527,1,1
1945,2012-08-05 12:30:00,0.0,1021.259,1,3.009,1,1,2.551,1,1
1946,2012-08-05 12:45:00,0.0,1101.472,1,3.042,1,1,2.576,1,1
1947,2012-08-05 13:00:00,0.0,1059.105,1,3.025,1,1,2.598,1,1
1948,2012-08-05 13:15:00,0.0,992.241,1,2.997,1,1,2.618,1,1
1949,2012-08-05 13:30:00,0.0,715.381,1,2.855,1,1,2.63,1,1
1950,2012-08-05 13:45:00,0.0,96.375,1,1.984,0,0,2.598,0,0
1951,2012-08-05 14:00:00,0.0,139.706,1,2.145,0,0,2.575,0,0
1952,2012-08-05 14:15:00,0.0,140.465,1,2.148,0,0,2.554,0,0
1953,2012-08-05 14:30:00,0.0,108.578,0,2.036,0,0,2.528,0,0
1954,2012-08-05 14:45:00,0.0,123.55,0,2.092,0,0,2.506,0,0
1955,2012-08-05 15:00:00,0.0,88.27,0,1.946,0,0,2.478,0,0
1956,2012-08-05 15:15:00,0.0,57.389,0,1.759,0,0,2.442,0,0
1957,2012-08-05 15:30:00,0.0,81.716,0,1.912,0,0,2.416,0,0
1958,2012-08-05 15:45:00,0.0,98.467,0,1.993,0,0,2.394,0,0
1959,2012-08-05 16:00:00,0.0,95.254,0,1.979,0,0,2.374,0,0
1960,2012-08-05 16:15:00,0.0,137.469,0,2.138,0,0,2.362,0,0
1961,2012-08-05 16:30:00,0.0,128.65,0,2.109,0,0,2.349,0,0
1962,2012-08-05 16:45:00,0.0,103.539,0,2.015,0,0,2.332,0,0
1963,2012-08-05 17:00:00,0.0,101.518,0,2.007,0,0,2.316,0,0
1964,2012-08-05 17:15:00,0.0,75.244,0,1.876,0,0,2.294,0,0
1965,2012-08-05 17:30:00,0.0,60.933,0,1.785,0,0,2.269,0,0
1966,2012-08-05 17:45:00,0.0,87.357,0,1.941,0,0,2.252,0,0
1967,2012-08-05 18:00:00,0.0,72.413,0,1.86,0,0,2.233,0,0
1968,2012-08-05 18:15:00,0.0,90.34,0,1.956,0,0,2.219,0,0
1969,2012-08-05 18:30:00,0.0,144.42,0,2.16,0,0,2.216,0,0
1970,2012-08-05 18:45:00,0.0,424.116,0,2.627,1,1,2.237,1,1
1971,2012-08-05 19:00:00,0.0,1580.373,0,3.199,1,1,2.285,1,1
1972,2012-08-05 19:15:00,0.0,172.365,0,2.236,0,1,2.282,0,1
1973,2012-08-05 19:30:00,0.0,135.647,0,2.132,0,1,2.275,0,1
1974,2012-08-05 19:45:00,0.0,239.627,0,2.38,1,1,2.28,1,1
1975,2012-08-05 20:00:00,0.0,338.929,1,2.53,1,1,2.292,1,1
1976,2012-08-05 20:15:00,0.0,264.579,1,2.423,1,1,2.299,1,1
1977,2012-08-05 20:30:00,0.0,323.876,1,2.51,1,1,2.31,1,1
1978,2012-08-05 20:45:00,0.0,611.228,1,2.786,1,1,2.333,1,1
1979,2012-08-05 21:00:00,0.0,1241.057,1,3.094,1,1,2.371,1,1
1980,2012-08-05 21:15:00,0.0,638.636,1,2.805,1,1,2.393,1,1
1981,2012-08-05 21:30:00,0.0,2016.413,1,3.305,1,1,2.439,1,1
1982,2012-08-05 21:45:00,0.0,954.712,1,2.98,1,1,2.466,1,1
1983,2012-08-05 22:00:00,0.0,1388.531,1,3.143,1,1,2.5,1,1
1984,2012-08-05 22:15:00,0.0,1898.35,1,3.278,1,1,2.539,1,1
1985,2012-08-05 22:30:00,0.0,940.83,1,2.974,1,1,2.56,1,1
1986,2012-08-05 22:45:00,0.0,992.623,1,2.997,1,1,2.582,1,1
1987,2012-08-05 23:00:00,0.0,219.972,1,2.342,0,1,2.57,1,1
1988,2012-08-05 23:15:00,0.0,146.316,1,2.165,0,0,2.55,1,1
1989,2012-08-05 23:30:00,0.0,104.529,1,2.019,0,0,2.523,1,1
1990,2012-08-05 23:45:00,0.0,82.612,1,1.917,0,0,2.493,1,1
1991,2012-08-06 00:00:00,0.0,75.575,1,1.878,0,0,2.462,1,1
1992,2012-08-06 00:15:00,0.0,93.194,1,1.969,0,0,2.438,1,1
1993,2012-08-06 00:30:00,0.0,71.469,1,1.854,0,0,2.408,1,1
1994,2012-08-06 00:45:00,0.0,79.157,1,1.898,0,0,2.383,1,1
1995,2012-08-06 01:00:00,0.0,141.068,1,2.149,0,0,2.371,1,1
1996,2012-08-06 01:15:00,0.0,124.739,1,2.096,0,0,2.357,1,1
1997,2012-08-06 01:30:00,0.0,146.826,1,2.167,0,0,2.348,1,1
1998,2012-08-06 01:45:00,0.0,101.685,1,2.007,0,0,2.331,1,1
1999,2012-08-06 02:00:00,0.0,63.472,1,1.803,0,0,2.304,1,1
2000,2012-08-06 02:15:00,0.0,87.734,1,1.943,0,0,2.286,1,1
2001,2012-08-06 02:30:00,0.0,90.973,1,1.959,0,0,2.27,1,1
2002,2012-08-06 02:45:00,0.0,62.528,1,1.796,0,0,2.246,1,1
2003,2012-08-06 03:00:00,0.0,115.541,1,2.063,0,0,2.237,1,1
2004,2012-08-06 03:15:00,0.0,123.685,1,2.092,0,0,2.23,1,1
2005,2012-08-06 03:30:00,0.0,115.768,1,2.064,0,0,2.222,1,1
2006,2012-08-06 03:45:00,0.0,141.696,1,2.151,0,0,2.218,1,1
2007,2012-08-06 04:00:00,0.0,119.157,1,2.076,0,0,2.211,1,1
2008,2012-08-06 04:15:00,0.0,68.309,1,1.834,0,0,2.192,1,1
2009,2012-08-06 04:30:00,0.0,98.857,1,1.995,0,0,2.182,1,1
2010,2012-08-06 04:45:00,0.0,78.195,1,1.893,0,0,2.168,1,1
2011,2012-08-06 05:00:00,0.0,80.577,1,1.906,0,0,2.155,1,1
2012,2012-08-06 05:15:00,0.0,142.621,1,2.154,0,0,2.155,1,1
2013,2012-08-06 05:30:00,0.0,364.323,1,2.561,1,1,2.175,1,1
2014,2012-08-06 05:45:00,0.0,251.03,1,2.4,1,1,2.186,1,1
2015,2012-08-06 06:00:00,0.0,269.022,1,2.43,1,1,2.198,1,1
2016,2012-08-06 06:15:00,0.0,252.858,1,2.403,1,1,2.209,1,1
2017,2012-08-06 06:30:00,0.0,317.17,1,2.501,1,1,2.223,1,1
2018,2012-08-06 06:45:00,0.0,246.699,1,2.392,1,1,2.232,1,1
2019,2012-08-06 07:00:00,0.0,121.447,1,2.084,0,1,2.224,1,1
2020,2012-08-06 07:15:00,0.0,140.183,1,2.147,0,0,2.22,1,1
2021,2012-08-06 07:30:00,0.0,131.09,1,2.118,0,0,2.215,1,1
2022,2012-08-06 07:45:00,0.0,642.555,1,2.808,1,1,2.245,1,1
2023,2012-08-06 08:00:00,0.0,236.869,1,2.375,1,1,2.251,1,1
2024,2012-08-06 08:15:00,0.0,196.078,1,2.292,1,1,2.254,1,1
2025,2012-08-06 08:30:00,0.0,152.802,1,2.184,0,1,2.25,1,1
2026,2012-08-06 08:45:00,0.0,158.288,1,2.199,0,1,2.247,1,1
2027,2012-08-06 09:00:00,0.0,155.996,1,2.193,0,0,2.245,1,1
2028,2012-08-06 09:15:00,0.0,142.187,1,2.153,0,0,2.24,0,0
2029,2012-08-06 09:30:00,0.0,139.766,1,2.145,0,0,2.235,0,0
2030,2012-08-06 09:45:00,0.0,304.064,1,2.483,1,0,2.248,1,0
2031,2012-08-06 10:00:00,0.0,66.361,1,1.822,0,0,2.226,0,0
2032,2012-08-06 10:15:00,0.0,151.924,1,2.182,0,0,2.224,0,0
2033,2012-08-06 10:30:00,0.0,113.898,1,2.057,0,0,2.216,0,0
2034,2012-08-06 10:45:00,0.0,113.891,1,2.056,0,0,2.208,0,0
2035,2012-08-06 11:00:00,0.0,789.742,1,2.897,1,1,2.242,1,1
2036,2012-08-06 11:15:00,0.0,434.615,1,2.638,1,1,2.262,1,1
2037,2012-08-06 11:30:00,0.0,75.654,1,1.879,0,0,2.243,0,0
2038,2012-08-06 11:45:00,0.0,86.71,1,1.938,0,0,2.228,0,0
2039,2012-08-06 12:00:00,0.0,54.738,1,1.738,0,0,2.203,0,0
2040,2012-08-06 12:15:00,0.0,121.558,1,2.085,0,0,2.197,0,0
2041,2012-08-06 12:30:00,0.0,132.959,1,2.124,0,0,2.194,0,0
2042,2012-08-06 12:45:00,0.0,99.413,1,1.997,0,0,2.184,0,0
2043,2012-08-06 13:00:00,0.0,103.127,1,2.013,0,0,2.175,0,0
2044,2012-08-06 13:15:00,0.0,236.719,1,2.374,1,0,2.185,1,0
2045,2012-08-06 13:30:00,0.0,52.762,1,1.722,0,0,2.162,0,0
2046,2012-08-06 13:45:00,0.0,90.099,1,1.955,0,0,2.152,0,0
2047,2012-08-06 14:00:00,0.0,129.391,1,2.112,0,0,2.15,0,0
2048,2012-08-06 14:15:00,0.0,111.319,1,2.047,0,0,2.145,0,0
2049,2012-08-06 14:30:00,0.0,148.325,1,2.171,1,0,2.146,1,0
2050,2012-08-06 14:45:00,0.0,132.846,1,2.123,0,0,2.145,0,0
2051,2012-08-06 15:00:00,0.0,105.11,1,2.022,0,0,2.139,0,0
2052,2012-08-06 15:15:00,0.0,94.574,1,1.976,0,0,2.131,0,0
2053,2012-08-06 15:30:00,0.0,68.417,1,1.835,0,0,2.116,0,0
2054,2012-08-06 15:45:00,0.0,64.399,1,1.809,0,0,2.1,0,0
2055,2012-08-06 16:00:00,0.0,83.276,1,1.921,0,0,2.091,0,0
2056,2012-08-06 16:15:00,0.0,275.945,1,2.441,1,0,2.109,1,0
2057,2012-08-06 16:30:00,0.0,97.796,1,1.99,0,0,2.103,0,0
2058,2012-08-06 16:45:00,0.0,143.579,1,2.157,1,0,2.106,1,0
2059,2012-08-06 17:00:00,0.0,116.889,1,2.068,0,0,2.104,0,0
2060,2012-08-06 17:15:00,0.0,173.523,1,2.239,1,0,2.111,1,0
2061,2012-08-06 17:30:00,0.0,92.057,1,1.964,0,0,2.103,0,0
2062,2012-08-06 17:45:00,0.0,56.92,1,1.755,0,0,2.086,0,0
2063,2012-08-06 18:00:00,0.0,280.918,1,2.449,1,0,2.104,1,0
2064,2012-08-06 18:15:00,0.0,100.712,1,2.003,0,0,2.099,0,0
2065,2012-08-06 18:30:00,0.0,108.467,1,2.035,0,0,2.096,0,0
2066,2012-08-06 18:45:00,0.0,137.17,1,2.137,1,0,2.098,1,0
2067,2012-08-06 19:00:00,0.0,125.176,1,2.098,1,0,2.098,1,0
2068,2012-08-06 19:15:00,0.0,98.209,1,1.992,0,0,2.092,0,0
2069,2012-08-06 19:30:00,0.0,128.073,1,2.107,1,0,2.093,1,0
2070,2012-08-06 19:45:00,0.0,172.047,1,2.236,1,0,2.1,1,0
2071,2012-08-06 20:00:00,0.0,331.583,1,2.521,1,1,2.121,1,1
2072,2012-08-06 20:15:00,0.0,180.379,1,2.256,1,1,2.128,1,1
2073,2012-08-06 20:30:00,0.0,166.665,1,2.222,1,1,2.133,1,1
2074,2012-08-06 20:45:00,0.0,164.203,1,2.215,1,1,2.137,1,1
2075,2012-08-06 21:00:00,0.0,184.18,1,2.265,1,1,2.143,1,1
2076,2012-08-06 21:15:00,0.0,306.444,1,2.486,1,1,2.16,1,1
2077,2012-08-06 21:30:00,0.0,377.605,1,2.577,1,1,2.181,1,1
2078,2012-08-06 21:45:00,0.0,418.388,1,2.622,1,1,2.203,1,1
2079,2012-08-06 22:00:00,0.0,317.793,1,2.502,1,1,2.218,1,1
2080,2012-08-06 22:15:00,0.0,302.123,1,2.48,1,1,2.231,1,1
2081,2012-08-06 22:30:00,0.0,276.531,1,2.442,1,1,2.242,1,1
2082,2012-08-06 22:45:00,0.0,255.8,1,2.408,1,1,2.25,1,1
2083,2012-08-06 23:00:00,0.0,251.46,1,2.4,1,1,2.258,1,1
2084,2012-08-06 23:15:00,0.0,181.775,1,2.26,1,1,2.258,1,1
2085,2012-08-06 23:30:00,0.0,107.532,1,2.032,0,0,2.247,1,1
2086,2012-08-06 23:45:00,0.0,110.82,1,2.045,0,0,2.236,1,1
2087,2012-08-07 00:00:00,0.0,136.747,1,2.136,0,0,2.231,1,1
2088,2012-08-07 00:15:00,0.0,110.663,1,2.044,0,0,2.222,1,1
2089,2012-08-07 00:30:00,0.0,137.262,1,2.138,0,0,2.218,1,1
2090,2012-08-07 00:45:00,0.0,90.839,1,1.958,0,0,2.205,1,1
2091,2012-08-07 01:00:00,0.0,64.013,1,1.806,0,0,2.185,1,1
2092,2012-08-07 01:15:00,0.0,88.698,1,1.948,0,0,2.173,1,1
2093,2012-08-07 01:30:00,0.0,70.609,1,1.849,0,0,2.157,1,1
2094,2012-08-07 01:45:00,0.0,70.592,1,1.849,0,0,2.141,1,1
2095,2012-08-07 02:00:00,0.0,88.615,1,1.948,0,0,2.132,1,1
2096,2012-08-07 02:15:00,0.0,78.513,1,1.895,0,0,2.12,1,1
2097,2012-08-07 02:30:00,0.0,129.833,1,2.113,0,0,2.12,1,1
2098,2012-08-07 02:45:00,0.0,138.172,1,2.14,1,0,2.121,1,1
2099,2012-08-07 03:00:00,0.0,110.98,1,2.045,0,0,2.117,1,1
2100,2012-08-07 03:15:00,0.0,79.391,1,1.9,0,0,2.106,1,1
2101,2012-08-07 03:30:00,0.0,87.521,1,1.942,0,0,2.098,1,1
2102,2012-08-07 03:45:00,0.0,57.754,1,1.762,0,0,2.081,1,1
2103,2012-08-07 04:00:00,0.0,84.865,1,1.929,0,0,2.073,1,1
2104,2012-08-07 04:15:00,0.0,82.449,1,1.916,0,0,2.066,1,1
2105,2012-08-07 04:30:00,0.0,58.443,1,1.767,0,0,2.051,1,1
2106,2012-08-07 04:45:00,0.0,118.856,1,2.075,1,0,2.052,1,1
2107,2012-08-07 05:00:00,0.0,129.923,1,2.114,1,0,2.055,1,1
2108,2012-08-07 05:15:00,0.0,110.238,1,2.042,0,0,2.054,1,1
2109,2012-08-07 05:30:00,0.0,201.15,1,2.304,1,0,2.067,1,1
2110,2012-08-07 05:45:00,0.0,1235.429,1,3.092,1,1,2.118,1,1
2111,2012-08-07 06:00:00,0.0,635.983,1,2.803,1,1,2.152,1,1
2112,2012-08-07 06:15:00,0.0,199.632,1,2.3,1,1,2.16,1,1
2113,2012-08-07 06:30:00,0.0,1463.233,1,3.165,1,1,2.21,1,1
2114,2012-08-07 06:45:00,0.0,210.12,1,2.322,1,1,2.216,1,1
2115,2012-08-07 07:00:00,0.0,1488.665,1,3.173,1,1,2.263,1,1
2116,2012-08-07 07:15:00,0.0,683.792,1,2.835,1,1,2.292,1,1
